Institution,Date Submitted,Last Updated,Liason Email,Version,Status,"Title or keywords related to the innovative policy, practice, program, or outcome","A brief description of the innovative policy, practice, program, or outcome",A brief description of any positive measurable outcomes associated with the innovation (if not ...,Provide affirmation that the following statements are true:,"The innovation describes a new, extraordinary, unique, ground-breaking, or uncommon outcome, ...","This innovation (program, policy, or outcome) is not already covered by an existing STARS credit or ...","The innovative practice, policy, program, or outcome has occurred within the past three years","The institution has not previously received a STARS innovation credit for this specific practice, ...",A letter of affirmation from an individual with relevant expertise,Which of the following STARS subcategories does the innovation most closely relate to? (Select all ...,Does the innovation relate to Curriculum?,Does the innovation relate to Research?,Does the innovation relate to Campus Engagement?,Does the innovation relate to Public Engagement?,Does the innovation relate to Air & Climate?,Does the innovation relate to Buildings?,Does the innovation relate to Dining Services?,Does the innovation relate to Energy?,Does the innovation relate to Grounds?,Does the innovation relate to Purchasing?,Does the innovation relate to Transportation?,Does the innovation relate to Waste?,Does the innovation relate to Water?,"Does the innovation relate to Coordination, Planning & Governance?",Does the innovation relate to Diversity & Affordability?,"Does the innovation relate to Health, Wellbeing & Work?",Does the innovation relate to Investment?,Other topic(s) that the innovation relates to that are not listed above,The website URL where information about the innovation is available,Public Notes
Colorado State University,2015-12-16,2015-12-16 16:39:17,tonie.miyamoto@colostate.edu,2.0,Pursuing,Alternative Transportation,"Colorado  State University's has invested in reducing vehicular GHG emissions through the creation of Parking and Transportation Services (PTS).  Annually, the new department budgets $500,000 from Parking Revenue for staff, programmatic, and infrastructure to help reduce Single Occupancy Vehicle (SOV) commuting and work-day trips.  

Parking and Transportation Services also creates an annual travelshed map to calculate the distance from the employees home address to the University.  The mapping effort helps the university set Vehicle Miles Traveled (VMT) reduction goals for our students and employees while helping to calculate the emissions budget for the University.","In 2014, Parking and Transportation Services collaborated with Associated Students of Colorado State University (ASCSU) to provide $760,000 ($500,000 and $260,000 respectively) of additional transit services for campus users.  The new transit routes provide a last-mile cross-campus shuttle while providing first-ever connections to our satellite campuses.  These new routes allow our students to travel between campuses without the need of a personal vehicle.  Lastly, this collaboration with our local transit provider now provides all students and employees with a free, annual transit pass.",**,True,True,True,True,http://stars.aashe.org/media/secure/326/6/584/3278/Innovation%20Credit%20Letter%20-%20STARS_3.docx,**,--,--,--,--,--,--,--,--,--,--,True,--,--,True,--,True,--,--,http://parking.colostate.edu/pages/Transfort.aspx,--
Columbia University,2016-01-13,2016-01-13 14:27:22,as3215@columbia.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Connecticut College,2016-02-28,2016-02-28 16:33:10,jstoffel@conncoll.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Cornell University,2016-03-18,2016-03-18 08:39:44,cma18@cornell.edu,2.0,Pursuing,Cornell-Verizon Geothermal Heat Pump,"Late 2013, in collaboration with Verizon Wireless, Cornell began operating a geothermal heat pump system to provide cooling to a Verizon cellular tower shelter on the Cornell campus. The demonstration site is fully equipped with sensors to monitor and investigate whether geothermal heat pumps can replace wall-mounted air-conditioning systems (HVAC) as the industry standard. The ground-source heat pump systems promise to save energy, greenhouse gas emissions, and potentially costs at over 18,000 Verizon cellular tower shelter sites nationwide.",,**,True,True,True,True,http://stars.aashe.org/media/secure/270/6/584/3278/Verizon%20Cooling%20Verification%20Letter.pdf,**,--,True,--,True,--,True,--,True,True,--,--,--,--,--,--,--,--,--,--,--
Creighton University,2016-02-24,2016-02-24 14:08:50,mjduda@creighton.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Denison University,2016-02-15,2016-02-15 15:55:40,kingje@denison.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Dickinson College,2016-03-08,2016-03-08 10:06:48,welkerm@dickinson.edu,2.0,Pursuing,"The Greater Carlisle Project, A Community-College Cross-Sector Collaboration ","The Greater Carlisle Project (GCP) is a nonprofit association of people, organizations, churches, businesses, and local governments working together to improve the quality of life for all people in the communities of the Greater Carlisle Area. The GCP grew out of a series of meetings convened by Dickinson College beginning in 2012, and Dickinson College continues to play a prominent role as a member of the GCP steering committee and by providing administrative and logistical support. The approach of the GCP is to enhance long-term social, economic, and environmental sustainability of Carlisle Borough and surrounding communities by connecting and enhancing community assets, providing a forum for members of these communities to voice ideas for the future of our region, increasing the visibility of efforts and organizations that are making our communities more sustainable, collecting and sharing information, helping member organizations to locate and access resources, championing initiatives and projects, and celebrating successes.","The GCP helped Mt Holly Springs to plan and implement a successful 'Jane Jacobs' walking audit that engaged community members in assessing local assets and developing recommendations for improvements. The assessment and recommendations have resulted in a successful grant application to Cumberland County.

GCP collaborated with West Side Neighbors Association to support planning and design activities to improve a local park with edible landscaping and natural features for creative play. Dickinson students were involved through a community-based research course, and GCP also assisted in recruiting volunteers for a park clean-up day and raising funds through social media.

GCP, working with Dickinson College, the local United Way, the Chamber of Commerce, and other sponsors, brought together 150+ community members for a workshop at Dickinson College on ending poverty. The GCP is now working with community leaders to implement follow-up actions to help create pathways out of poverty.

GCP is also working with a variety of groups on transportation, local food, urban redevelopment, and other challenges to the communities of our region
",**,True,True,True,True,http://stars.aashe.org/media/secure/232/6/584/3278/IN3%20-%20GCP%202-27-15_1.pdf,**,--,--,--,True,True,--,--,True,--,--,True,--,--,--,--,True,--,"Poverty, access to food, health services, affordable housing, 'clean air, clean water, and green spaces'. ",http://greatercarlisleproject.dickinson.edu/,"The Greater Carlisle Project is an unincorporated nonprofit association of people, organizations, faith groups, schools, businesses and local governments working together to improve the quality of life for all people in the communities of the Greater Carlisle Area. Our approach is to enhance long-term social, economic and environmental sustainability by connecting and enhancing community assets. The communities of the Greater Carlisle Area include Carlisle, Dickinson, Middlesex, Mount Holly Springs, Newville, North Middleton, South Middleton, and West Pennsboro. The Greater Carlisle Project provides a forum for members of these communities to voice ideas for the future of our region, increases the visibility of efforts and organizations that are making our communities more sustainable, collects and shares information, helps member organizations to locate, access and mobilize resources, champions initiatives and projects, and celebrates successes."
Drew University,2016-03-25,2016-03-25 16:12:18,swald@drew.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Duke University,2016-02-26,2016-02-26 14:18:12,tavey.mcdaniel@duke.edu,2.0,Pursuing,Unpark Yourself Challenge,"Similar to other schools, emissions from commuting can contribute a large amount emissions, yet it is one of the most difficult behaviors to change. Also, with decreasing gas prices over the past year, we noticed an increase in the number of employees who stated that they drive alone to work according to our 2015 commuter survey. 

With this in mind, Sustainable Duke partnered with Parking and Transportation to launch a fun, alternative commuting-based, competition called Unpark Yourself. This month-long campaign brought together teams of graduate students and employees to compete to determine who had the most sustainable commuting behavior. The challenge was kicked off with a sustainable breakfast that included best commuting practices, followed by weekly activities that ranged from signing up for on-campus programs, using local bus systems, composing a commuter themed haiku, and logging all alternative transportation trips. At the end of the challenge, grand prize winners were recognized at a Sustainable Duke awards banquet and each grand prize winner won an ELF. An ELF is a solar and foot powered, enclosed, recumbent bicycle (more information here: http://organictransit.com/).","Nearly 2,000 graduate students and employees formed 122 teams to compete in the Unpark Yourself Challenge. 

Over 4,000 alternative commutes were logged, 1,230 participants calculated their carbon footprint, and there were nearly 1,000 comments/likes/shares on Sustainable Duke's Facebook page.

",**,True,True,True,True,http://stars.aashe.org/media/secure/56/6/584/3278/UnparkYourself_SupportLetter.pdf,**,--,--,True,--,--,--,--,--,--,--,True,--,--,--,--,--,--,--,http://sustainability.duke.edu/action/unpark/index.php,--
Earlham College,2016-03-03,2016-03-03 10:50:00,butchli@earlham.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Eastern Connecticut State University,2016-03-03,2016-03-03 15:13:24,stoddardl@easternct.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Elon University,2016-01-14,2016-01-14 09:32:55,edurr@elon.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Emory University,2016-02-29,2016-02-29 16:26:39,ciannat.howett@emory.edu,2.0,Pursuing,Emory University’s academic unit Climate Action Plans break down silos and encourage academic involvement in an otherwise operations-heavy practice ,"In December of 2011, Emory University adopted and began implementation of its official enterprise-wide Climate Action Plan (CAP). Typical of other university Climate Action Plans, it lays out a large number of recommended operational actions and goals, the responsibility of which rests heavily on the operations staff of the campus and its facilities. However, an atypical distinction in Emory’s plan is not only the hefty inclusion of academic and research involvement in greenhouse gas emissions reductions at Emory, but the specific requirement that each of Emory University’s nine academic units convene a Dean-appointed Climate Action Plan committee to draft and implement its own unit-specific CAP. This innovative approach provides each unit with the opportunity to tailor the University’s goals to its own operations and academics, highlighting the uniqueness and autonomy of each school, and the corresponding unique and autonomous methods they can utilize to reduce GHG emissions from their own operations and behaviors. This approach also allows units to protect practices that are required for the output of quality research and findings expected of them, and to make up for the GHG emissions resulting from those protected practices in other ways. Some illustrations of how the creation of individual academic unit CAPs has greatly diversified Emory’s approach to GHG emissions reduction can be seen in the way that the Candler School of Theology weaves spirituality and Creation theory into its commitments; or the way the School of Medicine acknowledges its particularly heavy after-hours facility useage; and in the way that the School of Public Health maintains its need to encourage oversees travel for research and practical experience, and aims to make up for these emissions through aggressive energy conservation measures on campus.
Emory’s academic unit CAPs were written and finalized in 2013-2014, and begin their implementation with a sense of purpose and identity that sets them apart from the Emory-wide plan, yet integrates them into the fold just the same. ",,**,True,True,True,True,http://stars.aashe.org/media/secure/16/6/584/3278/Emory%20Innovation%20credit%20letter_AU%20CAPS_Capps_1.pdf,**,--,--,--,--,True,True,--,True,--,--,True,--,--,True,--,--,--,--,--,--
